Variant Grouping,_Identifier,Lineage Grouped,%CT Count of Sample #,Collection (week)
Other,Other,B.1.543,0.002,2021-01-24
Other,Other,B.1.543,0.001,2021-01-31
Other,Other,B.1.543,0,2021-02-14
Other,Other,B.1.544,0,2021-01-17
Other,Other,B.1.544,0.001,2021-01-24
Other,Other,B.1.547,0.002,2020-03-15
Other,Other,B.1.547,0.007,2020-03-22
Other,Other,B.1.547,0.002,2020-03-29
Other,Other,B.1.547,0.001,2020-04-12
Other,Other,B.1.551,0.001,2020-11-08
Other,Other,B.1.551,0.001,2020-11-15
Other,Other,B.1.551,0.001,2020-12-06
Other,Other,B.1.551,0.002,2021-01-03
Other,Other,B.1.551,0,2021-01-10
Other,Other,B.1.552,0.006,2020-03-29
Other,Other,B.1.552,0.006,2020-04-05
Other,Other,B.1.552,0.003,2020-04-12
Other,Other,B.1.552,0.001,2020-04-19
Other,Other,B.1.558,0.001,2020-12-20
Other,Other,B.1.560,0.001,2021-01-31
Other,Other,B.1.561,0.001,2020-11-22
Other,Other,B.1.561,0.004,2020-11-29
Other,Other,B.1.561,0.003,2020-12-06
Other,Other,B.1.561,0.005,2020-12-13
Other,Other,B.1.561,0.005,2020-12-20
Other,Other,B.1.561,0.001,2020-12-27
Other,Other,B.1.561,0.003,2021-01-03
Other,Other,B.1.561,0.002,2021-01-10
Other,Other,B.1.561,0.002,2021-01-17
Other,Other,B.1.561,0.001,2021-01-24
Other,Other,B.1.561,0.005,2021-01-31
Other,Other,B.1.561,0.005,2021-02-07
Other,Other,B.1.561,0.003,2021-02-14
Other,Other,B.1.561,0.003,2021-02-21
Other,Other,B.1.561,0.001,2021-02-28
Other,Other,B.1.561,0.003,2021-03-07
Other,Other,B.1.561,0.001,2021-03-14
Other,Other,B.1.561,0,2021-04-25
Other,Other,B.1.564,0.006,2019-12-29
Other,Other,B.1.564,0.005,2020-05-31
Other,Other,B.1.564,0.005,2020-08-30
Other,Other,B.1.564,0.001,2020-11-08
Other,Other,B.1.564,0.001,2020-11-15
Other,Other,B.1.564,0.002,2020-11-22
Other,Other,B.1.564,0.002,2020-12-13
Other,Other,B.1.564,0.001,2020-12-27
Other,Other,B.1.564,0,2021-01-17
Other,Other,B.1.564.1,0.018,2019-12-29
Other,Other,B.1.564.1,0.003,2020-08-09
Other,Other,B.1.564.1,0.007,2020-08-23
Other,Other,B.1.564.1,0.005,2020-08-30
Other,Other,B.1.564.1,0.003,2020-09-27
Other,Other,B.1.564.1,0.008,2020-10-04
Other,Other,B.1.564.1,0.003,2020-10-11
Other,Other,B.1.564.1,0.016,2020-10-18
Other,Other,B.1.564.1,0.036,2020-11-01
Other,Other,B.1.564.1,0.02,2020-11-08
Other,Other,B.1.564.1,0.002,2020-11-15
Other,Other,B.1.564.1,0.04,2020-11-22
Other,Other,B.1.564.1,0.015,2020-11-29
Other,Other,B.1.564.1,0.006,2020-12-06
Other,Other,B.1.564.1,0.017,2020-12-13
Other,Other,B.1.564.1,0.015,2020-12-20
Other,Other,B.1.564.1,0.044,2020-12-27
Other,Other,B.1.564.1,0.018,2021-01-03
Other,Other,B.1.564.1,0.009,2021-01-10
Other,Other,B.1.564.1,0.023,2021-01-17
Other,Other,B.1.564.1,0.012,2021-01-24
Other,Other,B.1.564.1,0.009,2021-01-31
Other,Other,B.1.564.1,0.002,2021-02-07
Other,Other,B.1.564.1,0.003,2021-02-14
Other,Other,B.1.564.1,0.005,2021-02-21
Other,Other,B.1.564.1,0.003,2021-02-28
Other,Other,B.1.564.1,0.002,2021-03-07
Other,Other,B.1.564.1,0,2021-03-14
Other,Other,B.1.564.1,0,2021-03-21
Other,Other,B.1.564.1,0.003,2021-03-28
Other,Other,B.1.564.1,0.001,2021-04-04
Other,Other,B.1.564.1,0,2021-04-11
Other,Other,B.1.564.1,0,2021-04-18
Other,Other,B.1.564.1,0.001,2021-04-25
Other,Other,B.1.564.1,0,2021-05-02
Other,Other,B.1.564.1,0,2021-05-30
Other,Other,B.1.564.1,0.002,2021-06-20
Other,Other,B.1.565,0.003,2020-09-06
Other,Other,B.1.565,0.002,2020-09-27
Other,Other,B.1.565,0.001,2020-11-15
Other,Other,B.1.565,0.001,2020-11-22
Other,Other,B.1.565,0.002,2020-12-06
Other,Other,B.1.565,0.002,2020-12-13
Other,Other,B.1.565,0.001,2020-12-20
Other,Other,B.1.567,0.011,2020-09-13
Other,Other,B.1.568,0.002,2021-02-07
Other,Other,B.1.568,0.003,2021-02-14
Other,Other,B.1.568,0.003,2021-02-21
Other,Other,B.1.568,0.001,2021-02-28
Other,Other,B.1.568,0.001,2021-03-07
Other,Other,B.1.568,0,2021-03-14
Other,Other,B.1.570,0.002,2020-11-01
Other,Other,B.1.573,0.002,2020-05-31
Other,Other,B.1.573,0.005,2020-06-07
Other,Other,B.1.573,0.005,2020-06-14
Other,Other,B.1.573,0.09,2020-06-21
Other,Other,B.1.573,0.093,2020-06-28
Other,Other,B.1.573,0.044,2020-07-05
Other,Other,B.1.573,0.153,2020-07-19
Other,Other,B.1.573,0.159,2020-07-26
Other,Other,B.1.573,0.004,2020-08-02
Other,Other,B.1.573,0.085,2020-08-09
Other,Other,B.1.573,0.057,2020-08-16
Other,Other,B.1.573,0.03,2020-08-23
Other,Other,B.1.573,0.023,2020-08-30
Other,Other,B.1.573,0.034,2020-09-06
Other,Other,B.1.573,0.009,2020-09-13
Other,Other,B.1.573,0.002,2020-09-27
Other,Other,B.1.573,0.001,2021-01-24
Other,Other,B.1.574,0.003,2020-09-06
Other,Other,B.1.575,0.001,2021-01-31
Other,Other,B.1.575,0,2021-04-04
Other,Other,B.1.575,0,2021-04-11
Other,Other,B.1.575,0,2021-05-23
Other,Other,B.1.575,0,2021-06-06
Other,Other,B.1.575.1,0,2021-02-07
Other,Other,B.1.575.1,0,2021-02-21
Other,Other,B.1.576,0.001,2020-11-01
Other,Other,B.1.576,0.001,2020-11-22
Other,Other,B.1.576,0.001,2020-11-29
Other,Other,B.1.577,0.001,2020-10-11
Other,Other,B.1.577,0.002,2020-11-15
Other,Other,B.1.577,0.001,2020-11-29
Other,Other,B.1.577,0.001,2020-12-06
Other,Other,B.1.577,0.002,2020-12-13
Other,Other,B.1.577,0.01,2020-12-20
Other,Other,B.1.577,0.006,2020-12-27
Other,Other,B.1.577,0.003,2021-01-03
Other,Other,B.1.577,0.006,2021-01-10
Other,Other,B.1.577,0.003,2021-01-17
Other,Other,B.1.577,0.001,2021-01-24
Other,Other,B.1.577,0.002,2021-01-31
Other,Other,B.1.577,0,2021-02-07
Other,Other,B.1.577,0.001,2021-02-21
Other,Other,B.1.577,0,2021-02-28
Other,Other,B.1.577,0.001,2021-03-14
Other,Other,B.1.577,0.002,2021-03-21
Other,Other,B.1.577,0.004,2021-03-28
Other,Other,B.1.577,0.003,2021-04-04
Other,Other,B.1.577,0.002,2021-04-11
Other,Other,B.1.577,0.001,2021-04-18
Other,Other,B.1.577,0.001,2021-04-25
Other,Other,B.1.578,0.001,2020-03-22
Other,Other,B.1.578,0.001,2020-03-29
Other,Other,B.1.578,0,2021-04-04
Other,Other,B.1.582,0.023,2020-06-28
Other,Other,B.1.582,0.007,2020-07-05
Other,Other,B.1.582,0.006,2020-08-09
Other,Other,B.1.582,0.003,2020-08-16
Other,Other,B.1.582,0.002,2020-09-20
Other,Other,B.1.582,0.001,2020-12-06
Other,Other,B.1.582,0.001,2021-02-28
Other,Other,B.1.582,0,2021-03-14
Other,Other,B.1.582,0,2021-03-21
Other,Other,B.1.582,0,2021-04-04
Other,Other,B.1.582,0.001,2021-04-18
Other,Other,B.1.582,0,2021-05-02
Other,Other,B.1.582,0.001,2021-07-04
Other,Other,B.1.587,0.002,2020-11-22
Other,Other,B.1.587,0.001,2020-12-06
Other,Other,B.1.587,0.001,2020-12-13
Other,Other,B.1.587,0.002,2021-01-03
Other,Other,B.1.587,0.003,2021-01-10
Other,Other,B.1.587,0.001,2021-01-17
Other,Other,B.1.587,0.006,2021-01-24
Other,Other,B.1.587,0.003,2021-01-31
Other,Other,B.1.587,0.004,2021-02-07
Other,Other,B.1.587,0.004,2021-02-14
Other,Other,B.1.587,0.001,2021-02-21
Other,Other,B.1.587,0.001,2021-02-28
Other,Other,B.1.587,0,2021-03-07
Other,Other,B.1.587,0,2021-03-21
Other,Other,B.1.588,0.002,2020-11-29
Other,Other,B.1.588,0,2021-02-07
Other,Other,B.1.588,0,2021-03-07
Other,Other,B.1.589,0.007,2020-07-05
Other,Other,B.1.592,0.003,2020-03-29
Other,Other,B.1.592,0.001,2020-04-05
Other,Other,B.1.592,0.005,2020-04-12
Other,Other,B.1.592,0.003,2020-05-03
Other,Other,B.1.594,0.005,2020-07-19
Other,Other,B.1.595,0.002,2020-03-15
Other,Other,B.1.595,0.002,2020-03-22
Other,Other,B.1.595,0.001,2020-03-29
Other,Other,B.1.595,0.001,2020-04-12
Other,Other,B.1.595,0.026,2020-06-21
Other,Other,B.1.595,0.003,2020-09-06
Other,Other,B.1.595,0.001,2020-11-15
Other,Other,B.1.595,0.002,2020-11-22
Other,Other,B.1.595,0.002,2020-11-29
Other,Other,B.1.595,0.001,2020-12-06
Other,Other,B.1.595,0.001,2020-12-27
Other,Other,B.1.595,0,2021-01-17
Other,Other,B.1.595,0.001,2021-01-24
Other,Other,B.1.595,0,2021-04-04
Other,Other,B.1.596,0.001,2020-11-01
Other,Other,B.1.596,0.001,2020-11-08
Other,Other,B.1.596,0.002,2020-11-15
Other,Other,B.1.596,0.002,2020-11-22
Other,Other,B.1.596,0.003,2020-11-29
Other,Other,B.1.596,0.003,2020-12-06
Other,Other,B.1.596,0.003,2020-12-13
Other,Other,B.1.596,0.001,2020-12-27
Other,Other,B.1.596,0.003,2021-01-03
Other,Other,B.1.596,0.003,2021-01-10
Other,Other,B.1.596,0.003,2021-01-17
Other,Other,B.1.596,0.002,2021-01-24
Other,Other,B.1.596,0.001,2021-01-31
Other,Other,B.1.596,0,2021-02-07
Other,Other,B.1.596,0.001,2021-02-14
Other,Other,B.1.596,0.003,2021-02-21
Other,Other,B.1.596,0.002,2021-02-28
Other,Other,B.1.596,0.002,2021-03-07
Other,Other,B.1.596,0.001,2021-03-14
Other,Other,B.1.596,0,2021-03-21
Other,Other,B.1.596,0,2021-03-28
Other,Other,B.1.596,0,2021-04-04
Other,Other,B.1.596,0,2021-04-18
Other,Other,B.1.597,0.001,2020-03-22
Other,Other,B.1.597,0.005,2020-08-30
Other,Other,B.1.597,0.001,2021-01-31
Other,Other,B.1.598,0.001,2020-03-29
Other,Other,B.1.598,0.002,2020-04-05
Other,Other,B.1.598,0.001,2020-04-12
Other,Other,B.1.598,0.006,2020-04-19
Other,Other,B.1.598,0.009,2020-04-26
Other,Other,B.1.598,0.023,2020-05-03
Other,Other,B.1.598,0.037,2020-05-10
Other,Other,B.1.598,0.021,2020-05-17
Other,Other,B.1.598,0.003,2020-05-24
Other,Other,B.1.598,0.002,2020-05-31
Other,Other,B.1.599,0.01,2020-07-26
Other,Other,B.1.599,0.012,2020-08-02
Other,Other,B.1.599,0.001,2020-11-01
Other,Other,B.1.599,0.001,2020-11-08
Other,Other,B.1.599,0.004,2020-11-15
Other,Other,B.1.599,0.001,2020-11-22
Other,Other,B.1.599,0,2021-04-04
Other,Other,B.1.602,0.008,2020-06-28
Other,Other,B.1.606,0.001,2020-10-25
Other,Other,B.1.609,0.006,2020-05-17
Other,Other,B.1.609,0.008,2020-07-12
Other,Other,B.1.609,0.005,2020-07-26
Other,Other,B.1.609,0.004,2020-08-02
Other,Other,B.1.609,0.002,2020-09-20
Other,Other,B.1.609,0.001,2020-11-29
Other,Other,B.1.609,0.001,2020-12-06
Other,Other,B.1.609,0.004,2020-12-20
Other,Other,B.1.609,0.002,2020-12-27
Other,Other,B.1.609,0.005,2021-01-03
Other,Other,B.1.609,0.004,2021-01-10
Other,Other,B.1.609,0.002,2021-01-24
Other,Other,B.1.609,0.002,2021-01-31
Other,Other,B.1.609,0,2021-03-07
Other,Other,B.1.609,0,2021-03-21
Other,Other,B.1.611,0.005,2020-06-07
Other,Other,B.1.611,0.01,2020-06-14
Other,Other,B.1.611,0.016,2020-06-28
Other,Other,B.1.611,0.015,2020-07-05
Other,Other,B.1.611,0.008,2020-07-12
Other,Other,B.1.611,0.011,2020-07-19
Other,Other,B.1.611,0.015,2020-07-26
Other,Other,B.1.611,0.031,2020-08-02
Other,Other,B.1.611,0.006,2020-08-09
Other,Other,B.1.611,0.003,2020-09-06
Other,Other,B.1.611,0.004,2020-09-20
Other,Other,B.1.611,0.003,2020-10-25
Other,Other,B.1.612,0.016,2020-06-28
Other,Other,B.1.615,0.036,2020-07-26
Other,Other,B.1.615,0.043,2020-08-02
Other,Other,B.1.615,0.011,2020-08-09
Other,Other,B.1.615,0.006,2020-08-16
Other,Other,B.1.618,0.001,2021-03-14
Other,Other,B.1.618,0.001,2021-03-21
Other,Other,B.1.618,0.001,2021-03-28
Other,Other,B.1.618,0.001,2021-04-04
Other,Other,B.1.618,0.002,2021-04-11
Other,Other,B.1.618,0,2021-04-18
Other,Other,B.1.618,0,2021-05-09
Other,Other,B.1.618,0,2021-05-30
Other,Other,B.1.619,0.008,2020-03-08
Other,Other,B.1.619,0,2021-02-21
Other,Other,B.1.619,0.001,2021-03-07
Other,Other,B.1.619,0.001,2021-03-14
Other,Other,B.1.619,0.001,2021-03-21
Other,Other,B.1.619,0.001,2021-03-28
Other,Other,B.1.619,0.001,2021-04-04
Other,Other,B.1.619,0.002,2021-04-11
Other,Other,B.1.619,0.001,2021-04-18
Other,Other,B.1.619,0.002,2021-04-25
Other,Other,B.1.619,0.003,2021-05-02
Other,Other,B.1.619,0.004,2021-05-09
Other,Other,B.1.619,0.003,2021-05-16
Other,Other,B.1.619,0.004,2021-05-23
Other,Other,B.1.619,0.002,2021-05-30
Other,Other,B.1.619,0.001,2021-06-06
Other,Other,B.1.619,0.005,2021-06-13
Other,Other,B.1.619,0.005,2021-06-20
Other,Other,B.1.619,0.003,2021-06-27
Other,Other,B.1.619,0.001,2021-07-04
Other,Other,B.1.620,0,2021-03-07
Other,Other,B.1.620,0,2021-03-14
Other,Other,B.1.620,0,2021-03-21
Other,Other,B.1.620,0,2021-03-28
Other,Other,B.1.620,0,2021-04-04
Other,Other,B.1.620,0,2021-04-18
Other,Other,B.1.620,0,2021-04-25
Other,Other,B.1.620,0.001,2021-05-02
Other,Other,B.1.620,0,2021-05-09
Other,Other,B.1.620,0.001,2021-05-16
Other,Other,B.1.620,0.001,2021-05-23
Other,Other,B.1.620,0,2021-05-30
Other,Other,B.1.620,0.002,2021-06-06
Other,Other,B.1.620,0.002,2021-06-13
Other,Other,B.1.620,0.003,2021-06-20
Other,Other,B.1.620,0.001,2021-06-27
Other,Other,B.1.620,0.001,2021-07-04
Other,Other,B.1.620,0,2021-07-25
Other,Other,B.1.623,0.001,2021-02-21
Other,Other,B.1.623,0.001,2021-02-28
Other,Other,B.1.623,0.002,2021-03-07
Other,Other,B.1.623,0.002,2021-03-14
Other,Other,B.1.623,0.001,2021-03-21
Other,Other,B.1.623,0.001,2021-03-28
Other,Other,B.1.623,0,2021-04-04
Other,Other,B.1.623,0,2021-04-11
Other,Other,B.1.623,0,2021-04-18
Other,Other,B.1.623,0,2021-04-25
Other,Other,B.1.627,0,2021-03-28
Other,Other,B.1.627,0,2021-04-04
Other,Other,B.1.627,0,2021-04-18
Other,Other,B.1.627,0,2021-04-25
Other,Other,B.1.627,0.001,2021-05-16
Other,Other,B.1.627,0,2021-05-23
Other,Other,B.1.627,0,2021-06-20
Other,Other,B.1.627,0.001,2021-07-25
Other,Other,B.1.627,0,2021-08-15
Other,Other,B.1.628,0,2021-05-16
Other,Other,B.1.628,0,2021-05-30
Other,Other,B.1.628,0,2021-06-13
Other,Other,B.1.628,0.002,2021-07-04
Other,Other,B.1.628,0.001,2021-07-11
Other,Other,B.1.628,0.001,2021-07-18
Other,Other,B.1.628,0,2021-07-25
Other,Other,B.1.628,0,2021-08-01
Other,Other,B.1.628,0,2021-08-08
Other,Other,B.1.628,0,2021-08-15
Other,Other,B.1.628,0,2021-08-22
Other,Other,B.1.628,0,2021-08-29
Other,Other,B.1.630,0,2021-06-06
Other,Other,B.1.630,0,2021-06-13
Other,Other,B.1.631,0,2021-06-06
Other,Other,B.1.631,0,2021-06-20
Other,Other,B.1.634,0,2021-03-21
Other,Other,B.1.634,0,2021-07-25
Other,Other,B.1.637,0.001,2021-01-31
Other,Other,B.1.637,0.001,2021-03-14
Other,Other,B.1.637,0,2021-03-21
Other,Other,B.1.637,0,2021-03-28
Other,Other,B.1.637,0.001,2021-04-04
Other,Other,B.1.637,0.001,2021-04-11
Other,Other,B.1.637,0,2021-04-18
Other,Other,B.1.637,0,2021-04-25
Other,Other,B.1.637,0,2021-06-06
Other,Other,B.1.637,0,2021-06-13
Other,Other,B.1.637,0.001,2021-06-27
Other,Other,B.1.69,0.001,2020-03-22
Other,Other,B.1.78,0.001,2020-04-19
Other,Other,B.1.8,0.001,2020-03-22
Other,Other,B.1.8,0.001,2021-01-24
Other,Other,B.1.83,0.001,2020-03-22
Other,Other,B.1.9,0.001,2020-04-05
Other,Other,B.1.9.5,0.001,2020-04-05
Other,Other,B.1.9.5,0.001,2020-04-12
Other,Other,B.1.9.5,0.002,2020-05-10
Other,Other,B.1.9.5,0.001,2020-10-11
Other,Other,B.1.9.5,0.002,2020-12-13
Other,Other,B.1.93,0.002,2020-03-29
Other,Other,B.1.93,0.002,2020-04-26
Other,Other,B.11,0.001,2020-03-22
Other,Other,B.27,0.028,2020-03-01
Other,Other,B.28,0.018,2020-03-01
Other,Other,B.28,0.005,2020-03-15
Other,Other,B.28,0.001,2020-03-22
Other,Other,B.3,0.009,2020-03-01
Other,Other,B.3,0.008,2020-03-08
Other,Other,B.3,0.003,2020-03-15
Other,Other,B.3,0.001,2020-03-22
Other,Other,B.3,0.002,2020-03-29
Other,Other,B.3.1,0.005,2020-03-15
Other,Other,B.30,0.008,2020-03-08
Other,Other,B.30,0.002,2020-03-15
Other,Other,B.30,0.001,2020-03-22
Other,Other,B.30,0.002,2020-08-23
Other,Other,B.31,0.001,2020-03-22
Other,Other,B.31,0.001,2020-03-29
Other,Other,B.32,0.002,2020-03-15
Other,Other,B.34,0.001,2020-03-22
Other,Other,B.35,0.001,2020-03-22
Other,Other,B.39,0.009,2020-03-01
Other,Other,B.39,0.006,2020-03-15
Other,Other,B.39,0.003,2020-03-22
Other,Other,B.39,0.003,2020-03-29
Other,Other,B.39,0.001,2020-04-12
Other,Other,B.39,0.003,2020-04-26
Other,Other,B.39,0,2021-01-10
Other,Other,B.39,0,2021-04-04
Other,Other,B.4,1,2020-02-23
Other,Other,B.4,0.018,2020-03-01
Other,Other,B.4,0.023,2020-03-08
Other,Other,B.4,0.006,2020-03-15
Other,Other,B.4,0.005,2020-03-22
Other,Other,B.4,0.001,2020-03-29
Other,Other,B.4.4,0.005,2020-03-15
Other,Other,B.4.4,0.001,2020-03-22
Other,Other,B.4.8,0.008,2020-07-12
Other,Other,B.40,0.018,2020-03-01
Other,Other,B.40,0.023,2020-03-08
Other,Other,B.40,0.015,2020-03-15
Other,Other,B.40,0.017,2020-03-22
Other,Other,B.40,0.002,2020-03-29
Other,Other,B.40,0.001,2020-04-05
Other,Other,B.40,0.002,2020-04-12
Other,Other,B.40,0.003,2020-05-24
Other,Other,B.55,0.002,2020-03-15
Other,Other,B.58,0.015,2020-03-15
Other,Other,B.58,0.004,2020-03-22
Other,Other,B.58,0.002,2020-03-29
Other,Other,B.6,0.009,2020-03-01
Other,Other,B.6,0.008,2020-03-08
Other,Other,B.6,0.009,2020-03-15
Other,Other,B.6,0.003,2020-03-22
Other,Other,B.6,0.003,2020-03-29
Other,Other,B.6,0.002,2020-04-26
Other,Other,B.6,0.004,2020-05-10
Other,Other,B.6,0.005,2020-07-26
Other,Other,B.6,0.001,2020-11-22
Other,Other,B.6,0,2021-01-17
Other,Other,C.1,0.005,2020-06-14
Other,Other,C.1,0.001,2020-12-13
Other,Other,C.16,0.002,2020-10-04
Other,Other,C.16,0.001,2020-12-06
Other,Other,C.16,0.001,2020-12-13
Other,Other,C.16,0.001,2020-12-20
Other,Other,C.16,0,2021-01-17
Other,Other,C.17,0.001,2020-11-29
Other,Other,C.23,0,2021-02-14
Other,Other,C.31,0.002,2020-11-15
Other,Other,C.31,0.002,2020-11-22
Other,Other,C.31,0.001,2020-11-29
Other,Other,C.31,0.001,2020-12-13
Other,Other,C.34,0.006,2019-12-29
Other,Other,C.34,0.017,2020-07-12
Other,Other,C.34,0.011,2020-07-19
Other,Other,C.34,0.031,2020-07-26
Other,Other,C.34,0.015,2020-08-02
Other,Other,C.34,0.011,2020-08-23
Other,Other,C.34,0.003,2020-08-30
Other,Other,C.34,0.007,2020-09-13
Other,Other,C.34,0.002,2020-09-20
Other,Other,C.34,0.009,2020-09-27
Other,Other,C.34,0.019,2020-10-04
Other,Other,C.34,0.008,2020-10-11
Other,Other,C.34,0.004,2020-10-18
Other,Other,C.34,0.008,2020-10-25
Other,Other,C.34,0.001,2020-11-01
Other,Other,C.34,0.005,2020-11-15
Other,Other,C.34,0.003,2020-11-29
Other,Other,C.34,0.003,2020-12-06
Other,Other,C.35,0,2021-04-04
Other,Other,C.36,0.008,2020-08-02
Other,Other,C.36,0.006,2020-08-09
Other,Other,C.36,0.001,2020-12-27
Other,Other,C.36,0.001,2021-01-03
Other,Other,C.36,0.001,2021-01-31
Other,Other,C.36,0.001,2021-02-07
Other,Other,C.36,0,2021-02-14
Other,Other,C.36,0,2021-04-04
Other,Other,C.36,0,2021-04-11
Other,Other,C.36,0,2021-04-18
Other,Other,C.36,0,2021-04-25
Other,Other,C.36,0,2021-05-02
Other,Other,C.36.1,0.004,2020-09-13
Other,Other,C.36.1,0.011,2020-09-20
Other,Other,C.36.1,0.007,2020-09-27
Other,Other,C.36.1,0.005,2020-10-04
Other,Other,C.36.1,0.006,2020-10-11
Other,Other,C.36.1,0.003,2020-10-18
Other,Other,C.36.1,0.005,2020-10-25
Other,Other,C.36.1,0.007,2020-11-01
Other,Other,C.36.1,0.013,2020-11-08
Other,Other,C.36.1,0.004,2020-11-22
Other,Other,C.36.1,0.009,2020-11-29
Other,Other,C.36.1,0.006,2020-12-06
Other,Other,C.36.1,0.004,2020-12-13
Other,Other,C.36.1,0.031,2020-12-20
Other,Other,C.36.1,0.009,2020-12-27
Other,Other,C.36.1,0.008,2021-01-03
Other,Other,C.36.1,0.007,2021-01-10
Other,Other,C.36.1,0.004,2021-01-17
Other,Other,C.36.1,0.004,2021-01-24
Other,Other,C.36.1,0.001,2021-01-31
Other,Other,C.36.1,0.002,2021-02-07
Other,Other,C.36.1,0.001,2021-02-14
Other,Other,C.36.1,0.001,2021-02-21
Other,Other,C.36.1,0.001,2021-02-28
Other,Other,C.36.1,0.001,2021-03-07
Other,Other,C.36.1,0.001,2021-03-14
Other,Other,C.36.1,0.001,2021-03-28
Other,Other,C.36.1,0.001,2021-04-04
Other,Other,C.36.1,0,2021-04-11
Other,Other,C.36.1,0.001,2021-06-20
Other,Other,C.36.3,0,2021-03-14
Other,Other,C.36.3,0,2021-03-21
Other,Other,C.36.3,0,2021-04-04
Other,Other,C.36.3,0,2021-04-18
Other,Other,C.36.3,0,2021-04-25
Other,Other,C.36.3,0.001,2021-05-02
Other,Other,C.36.3,0,2021-05-09
Other,Other,C.36.3,0,2021-05-23
Other,Other,C.36.3,0.002,2021-05-30
Other,Other,C.36.3,0.001,2021-06-06
Other,Other,C.36.3,0.001,2021-06-20
Other,Other,C.36.3,0.003,2021-07-04
Other,Other,C.36.3,0.001,2021-07-11
Other,Other,C.36.3,0,2021-08-01
Other,Other,C.38,0,2021-04-25
Other,Other,C.38,0,2021-05-30
Other,Other,C.8,0.001,2020-03-29
Other,Other,C.8,0.012,2020-05-17
Other,Other,C.8,0.003,2020-05-24
Other,Other,C.8,0.005,2020-06-07
Other,Other,C.8,0.114,2020-06-14
Other,Other,C.8,0.103,2020-06-21
Other,Other,C.8,0.039,2020-06-28
Other,Other,C.8,0.029,2020-07-05
Other,Other,C.8,0.033,2020-07-12
Other,Other,C.8,0.058,2020-07-19
Other,Other,C.8,0.046,2020-07-26
Other,Other,C.8,0.012,2020-08-02
Other,Other,C.8,0.022,2020-08-09
Other,Other,C.8,0.046,2020-08-16
Other,Other,C.8,0.028,2020-08-23
Other,Other,C.8,0.003,2020-08-30
Other,Other,C.8,0.011,2020-09-13
Other,Other,C.8,0.016,2020-09-20
Other,Other,C.8,0.014,2020-09-27
Other,Other,C.8,0.017,2020-10-04
Other,Other,C.8,0.006,2020-10-11
Other,Other,C.8,0.004,2020-10-18
Other,Other,C.8,0.016,2020-10-25
Other,Other,C.8,0.013,2020-11-01
Other,Other,C.8,0.01,2020-11-08
Other,Other,C.8,0.015,2020-11-15
Other,Other,C.8,0.006,2020-11-22
Other,Other,C.8,0.006,2020-11-29
Other,Other,C.8,0.004,2020-12-06
Other,Other,C.8,0.005,2020-12-13
Other,Other,C.8,0.001,2020-12-20
Other,Other,C.8,0.001,2020-12-27
Other,Other,D.5,0.001,2020-11-15
Other,Other,L.1,0.004,2020-03-22
Other,Other,L.1,0.03,2020-03-29
Other,Other,L.1,0.049,2020-04-05
Other,Other,L.1,0.116,2020-04-12
Other,Other,L.1,0.123,2020-04-19
Other,Other,L.1,0.044,2020-04-26
Other,Other,L.1,0.058,2020-05-03
Other,Other,L.1,0.014,2020-05-10
Other,Other,L.3,0.001,2020-12-27
Other,Other,L.3,0,2021-01-10
Other,Other,N.4,0.001,2020-03-22
Other,Other,P.5,0,2021-04-11
Other,Other,R.1,0.001,2020-12-27
Other,Other,R.1,0.001,2021-01-03
Other,Other,R.1,0.001,2021-02-28
Other,Other,R.1,0,2021-03-07
Other,Other,R.1,0,2021-03-14
Other,Other,R.1,0.002,2021-03-21
Other,Other,R.1,0.002,2021-03-28
Other,Other,R.1,0.002,2021-04-04
Other,Other,R.1,0.001,2021-04-11
Other,Other,R.1,0,2021-04-18
